,registered,number,text,letter,voivodeship,country
1566,2016-03-13,C1 COOL,COOL,C,kujawsko-pomorskie,Poland
1567,2007-10-18,C1 CPP,CPP,C,kujawsko-pomorskie,Poland
1568,2005-11-05,C1 CPP1,CPP1,C,kujawsko-pomorskie,Poland
1569,2017-03-11,C1 CPW,CPW,C,kujawsko-pomorskie,Poland
1570,2010-08-01,C1 CRANE,CRANE,C,kujawsko-pomorskie,Poland
1571,2012-03-12,C1 CRASH,CRASH,C,kujawsko-pomorskie,Poland
1572,2012-08-12,C1 CRAZY,CRAZY,C,kujawsko-pomorskie,Poland
1573,2008-05-13,C1 CREDO,CREDO,C,kujawsko-pomorskie,Poland
1574,2017-04-07,C1 CRONI,CRONI,C,kujawsko-pomorskie,Poland
1575,2017-06-07,C1 CTR,CTR,C,kujawsko-pomorskie,Poland
1576,2017-08-18,C1 CW07,CW07,C,kujawsko-pomorskie,Poland
1577,2017-01-17,C1 CWC07,CWC07,C,kujawsko-pomorskie,Poland
1578,2015-05-02,C1 CYGAN,CYGAN,C,kujawsko-pomorskie,Poland
1579,2005-07-25,C1 CZAKU,CZAKU,C,kujawsko-pomorskie,Poland
1580,2017-02-09,C1 DAGA,DAGA,C,kujawsko-pomorskie,Poland
1581,2010-07-27,C1 DAMIX,DAMIX,C,kujawsko-pomorskie,Poland
1582,2012-05-15,C1 DANEK,DANEK,C,kujawsko-pomorskie,Poland
1583,2017-10-09,C1 DANTE,DANTE,C,kujawsko-pomorskie,Poland
1584,2009-10-06,C1 DAREX,DAREX,C,kujawsko-pomorskie,Poland
1585,2011-02-12,C1 DARIA,DARIA,C,kujawsko-pomorskie,Poland
1586,2015-03-29,C1 DARO,DARO,C,kujawsko-pomorskie,Poland
1587,2007-09-10,C1 DARRO,DARRO,C,kujawsko-pomorskie,Poland
1588,2018-08-13,C1 DAVID,DAVID,C,kujawsko-pomorskie,Poland
1589,2008-07-20,C1 DAWID,DAWID,C,kujawsko-pomorskie,Poland
1590,2010-01-17,C1 DBT,DBT,C,kujawsko-pomorskie,Poland
1591,2006-08-24,C1 DDOGG,DDOGG,C,kujawsko-pomorskie,Poland
1592,2009-07-07,C1 DEKRA,DEKRA,C,kujawsko-pomorskie,Poland
1593,2016-05-01,C1 DELTA,DELTA,C,kujawsko-pomorskie,Poland
1594,2018-07-02,C1 DENNY,DENNY,C,kujawsko-pomorskie,Poland
1595,2012-09-19,C1 DERYS,DERYS,C,kujawsko-pomorskie,Poland
1596,2012-07-09,C1 DEVIL,DEVIL,C,kujawsko-pomorskie,Poland
1597,2008-08-04,C1 DGPHP,DGPHP,C,kujawsko-pomorskie,Poland
1598,2018-02-13,C1 DINGO,DINGO,C,kujawsko-pomorskie,Poland
1599,2012-08-20,C1 DIO,DIO,C,kujawsko-pomorskie,Poland
1600,2007-12-28,C1 DIUNA,DIUNA,C,kujawsko-pomorskie,Poland
1601,2004-07-06,C1 DORIN,DORIN,C,kujawsko-pomorskie,Poland
1602,2013-07-30,C1 DORKA,DORKA,C,kujawsko-pomorskie,Poland
1603,2013-05-17,C1 DRAG,DRAG,C,kujawsko-pomorskie,Poland
1604,2004-04-11,C1 DREAM,DREAM,C,kujawsko-pomorskie,Poland
1605,2016-04-19,C1 DRIVE,DRIVE,C,kujawsko-pomorskie,Poland
1606,2011-09-24,C1 DROSD,DROSD,C,kujawsko-pomorskie,Poland
1607,2008-03-31,C1 DUCA,DUCA,C,kujawsko-pomorskie,Poland
1608,2017-04-27,C1 DUCY,DUCY,C,kujawsko-pomorskie,Poland
1609,2017-08-02,C1 DZIDA,DZIDA,C,kujawsko-pomorskie,Poland
1610,2016-06-17,C1 DZIKI,DZIKI,C,kujawsko-pomorskie,Poland
1611,2014-04-28,C1 EASY,EASY,C,kujawsko-pomorskie,Poland
1612,2011-11-07,C1 EDEK,EDEK,C,kujawsko-pomorskie,Poland
1613,2005-06-11,C1 EDI1,EDI1,C,kujawsko-pomorskie,Poland
1614,2005-06-12,C1 EDI2,EDI2,C,kujawsko-pomorskie,Poland
1615,2014-03-13,C1 EDZIA,EDZIA,C,kujawsko-pomorskie,Poland
1616,2018-02-11,C1 EFN,EFN,C,kujawsko-pomorskie,Poland
1617,2004-10-25,C1 EGB,EGB,C,kujawsko-pomorskie,Poland
1618,2005-09-14,C1 EIDOS,EIDOS,C,kujawsko-pomorskie,Poland
1619,2006-06-17,C1 EKO,EKO,C,kujawsko-pomorskie,Poland
1620,2014-05-09,C1 ELDAR,ELDAR,C,kujawsko-pomorskie,Poland
1621,2014-03-23,C1 ELITA,ELITA,C,kujawsko-pomorskie,Poland
1622,2016-01-22,C1 ELPRO,ELPRO,C,kujawsko-pomorskie,Poland
1623,2006-04-28,C1 ELREM,ELREM,C,kujawsko-pomorskie,Poland
1624,2006-08-17,C1 ELTOR,ELTOR,C,kujawsko-pomorskie,Poland
1625,2010-07-25,C1 ELVIS,ELVIS,C,kujawsko-pomorskie,Poland
1626,2017-06-07,C1 EMI,EMI,C,kujawsko-pomorskie,Poland
1627,2016-05-04,C1 ENVIO,ENVIO,C,kujawsko-pomorskie,Poland
1628,2009-08-03,C1 EO1,EO1,C,kujawsko-pomorskie,Poland
1629,2007-11-26,C1 EOS,EOS,C,kujawsko-pomorskie,Poland
1630,2009-10-16,C1 EPOKA,EPOKA,C,kujawsko-pomorskie,Poland
1631,2017-07-05,C1 ER89,ER89,C,kujawsko-pomorskie,Poland
1632,2004-05-28,C1 ESBUS,ESBUS,C,kujawsko-pomorskie,Poland
1633,2005-08-19,C1 ESKA1,ESKA1,C,kujawsko-pomorskie,Poland
1634,2014-04-12,C1 EUCO,EUCO,C,kujawsko-pomorskie,Poland
1635,2015-01-19,C1 EURO6,EURO6,C,kujawsko-pomorskie,Poland
1636,2012-08-13,C1 EVA,EVA,C,kujawsko-pomorskie,Poland
1637,2014-09-14,C1 EVO,EVO,C,kujawsko-pomorskie,Poland
1638,2008-04-26,C1 EWA,EWA,C,kujawsko-pomorskie,Poland
1639,2009-06-12,C1 EWELA,EWELA,C,kujawsko-pomorskie,Poland
1640,2007-07-30,C1 EWOS,EWOS,C,kujawsko-pomorskie,Poland
1641,2006-03-07,C1 EXON,EXON,C,kujawsko-pomorskie,Poland
1642,2009-08-23,C1 F01,F01,C,kujawsko-pomorskie,Poland
1643,2008-06-09,C1 FARD,FARD,C,kujawsko-pomorskie,Poland
1644,2016-05-28,C1 FCT,FCT,C,kujawsko-pomorskie,Poland
1645,2009-10-19,C1 FF1,FF1,C,kujawsko-pomorskie,Poland
1646,2010-12-19,C1 FF2,FF2,C,kujawsko-pomorskie,Poland
1647,2004-06-13,C1 FGKOR,FGKOR,C,kujawsko-pomorskie,Poland
1648,2011-12-03,C1 FIAT,FIAT,C,kujawsko-pomorskie,Poland
1649,2014-06-24,C1 FIFI,FIFI,C,kujawsko-pomorskie,Poland
1650,2008-06-20,C1 FIGO,FIGO,C,kujawsko-pomorskie,Poland
1651,2009-07-07,C1 FILIP,FILIP,C,kujawsko-pomorskie,Poland
1652,2019-02-14,C1 FIRE,FIRE,C,kujawsko-pomorskie,Poland
1653,2015-05-20,C1 FIRE2,FIRE2,C,kujawsko-pomorskie,Poland
1654,2015-07-29,C1 FIRE4,FIRE4,C,kujawsko-pomorskie,Poland
1655,2016-05-31,C1 FIRE5,FIRE5,C,kujawsko-pomorskie,Poland
1656,2016-07-31,C1 FIRE6,FIRE6,C,kujawsko-pomorskie,Poland
1657,2015-09-07,C1 FIRE7,FIRE7,C,kujawsko-pomorskie,Poland
1658,2015-09-30,C1 FIRE8,FIRE8,C,kujawsko-pomorskie,Poland
1659,2015-09-16,C1 FIRE9,FIRE9,C,kujawsko-pomorskie,Poland
1660,2018-05-08,C1 FLORA,FLORA,C,kujawsko-pomorskie,Poland
1661,2008-04-04,C1 FLOX,FLOX,C,kujawsko-pomorskie,Poland
1662,2012-06-28,C1 FLUGO,FLUGO,C,kujawsko-pomorskie,Poland
1663,2019-02-21,C1 FMAX,FMAX,C,kujawsko-pomorskie,Poland
1664,2019-04-07,C1 FOCUS,FOCUS,C,kujawsko-pomorskie,Poland
1665,2008-12-25,C1 FOLIE,FOLIE,C,kujawsko-pomorskie,Poland
1666,2005-08-10,C1 FORD,FORD,C,kujawsko-pomorskie,Poland
1667,2013-03-27,C1 FOXPL,FOXPL,C,kujawsko-pomorskie,Poland
1668,2011-11-16,C1 FRED,FRED,C,kujawsko-pomorskie,Poland
1669,2009-09-01,C1 FREE,FREE,C,kujawsko-pomorskie,Poland
1670,2019-03-23,C1 FRIDA,FRIDA,C,kujawsko-pomorskie,Poland
1671,2009-03-25,C1 FROST,FROST,C,kujawsko-pomorskie,Poland
1672,2009-07-28,C1 GABAR,GABAR,C,kujawsko-pomorskie,Poland
1673,2017-05-18,C1 GABI,GABI,C,kujawsko-pomorskie,Poland
1674,2016-11-14,C1 GACEK,GACEK,C,kujawsko-pomorskie,Poland
1675,2008-04-23,C1 GAGA,GAGA,C,kujawsko-pomorskie,Poland
1676,2016-08-06,C1 GAJA,GAJA,C,kujawsko-pomorskie,Poland
1677,2011-10-07,C1 GARDA,GARDA,C,kujawsko-pomorskie,Poland
1678,2017-11-05,C1 GAZ,GAZ,C,kujawsko-pomorskie,Poland
1679,2016-10-18,C1 GENIO,GENIO,C,kujawsko-pomorskie,Poland
1680,2006-01-11,C1 GHB,GHB,C,kujawsko-pomorskie,Poland
1681,2011-03-04,C1 GHOST,GHOST,C,kujawsko-pomorskie,Poland
1682,2017-01-29,C1 GLASS,GLASS,C,kujawsko-pomorskie,Poland
1683,2018-04-14,C1 GLIDE,GLIDE,C,kujawsko-pomorskie,Poland
1684,2015-02-20,C1 GNDF,GNDF,C,kujawsko-pomorskie,Poland
1685,2018-09-14,C1 GOLA,GOLA,C,kujawsko-pomorskie,Poland
1686,2012-06-21,C1 GOLD,GOLD,C,kujawsko-pomorskie,Poland
1687,2014-07-20,C1 GOLDI,GOLDI,C,kujawsko-pomorskie,Poland
1688,2014-06-02,C1 GORAL,GORAL,C,kujawsko-pomorskie,Poland
1689,2006-02-25,C1 GOSIA,GOSIA,C,kujawsko-pomorskie,Poland
1690,2012-06-26,C1 GRAFI,GRAFI,C,kujawsko-pomorskie,Poland
1691,2019-03-20,C1 GRAZA,GRAZA,C,kujawsko-pomorskie,Poland
1692,2013-05-20,C1 GREG,GREG,C,kujawsko-pomorskie,Poland
1693,2013-04-13,C1 GRZES,GRZES,C,kujawsko-pomorskie,Poland
1694,2019-07-24,C1 GUCIO,GUCIO,C,kujawsko-pomorskie,Poland
1695,2019-07-07,C1 GUTPR,GUTPR,C,kujawsko-pomorskie,Poland
1696,2014-04-16,C1 HABER,HABER,C,kujawsko-pomorskie,Poland
1697,2011-07-07,C1 HAKER,HAKER,C,kujawsko-pomorskie,Poland
1698,2011-04-16,C1 HANI,HANI,C,kujawsko-pomorskie,Poland
1699,2014-05-17,C1 HAPPY,HAPPY,C,kujawsko-pomorskie,Poland
1700,2007-05-21,C1 HAREZ,HAREZ,C,kujawsko-pomorskie,Poland
1701,2013-05-18,C1 HARY,HARY,C,kujawsko-pomorskie,Poland
1702,2018-09-26,C1 HEAVY,HEAVY,C,kujawsko-pomorskie,Poland
1703,2014-05-05,C1 HEBAN,HEBAN,C,kujawsko-pomorskie,Poland
1704,2014-05-03,C1 HELA,HELA,C,kujawsko-pomorskie,Poland
1705,2013-03-27,C1 HELLO,HELLO,C,kujawsko-pomorskie,Poland
1706,2018-02-10,C1 HELP,HELP,C,kujawsko-pomorskie,Poland
1707,2013-02-12,C1 HENEX,HENEX,C,kujawsko-pomorskie,Poland
1708,2013-05-10,C1 HEREZ,HEREZ,C,kujawsko-pomorskie,Poland
1709,2019-08-08,C1 HIEND,HIEND,C,kujawsko-pomorskie,Poland
1710,2016-05-07,C1 HIT1,HIT1,C,kujawsko-pomorskie,Poland
1711,2006-03-11,C1 HOBBY,HOBBY,C,kujawsko-pomorskie,Poland
1712,2017-10-28,C1 HOLI,HOLI,C,kujawsko-pomorskie,Poland
1713,2007-03-21,C1 HONDA,HONDA,C,kujawsko-pomorskie,Poland
1714,2019-02-11,C1 HOTEL,HOTEL,C,kujawsko-pomorskie,Poland
1715,2019-08-12,C1 HPAM,HPAM,C,kujawsko-pomorskie,Poland
1716,2015-02-11,C1 HRABI,HRABI,C,kujawsko-pomorskie,Poland
1717,2019-08-11,C1 HRV,HRV,C,kujawsko-pomorskie,Poland
1718,2013-08-01,C1 HTBAJ,HTBAJ,C,kujawsko-pomorskie,Poland
1719,2019-04-30,C1 HUBI,HUBI,C,kujawsko-pomorskie,Poland
1720,2013-05-21,C1 IEM,IEM,C,kujawsko-pomorskie,Poland
1721,2017-05-03,C1 IGA,IGA,C,kujawsko-pomorskie,Poland
1722,2017-10-19,C1 IHJCB,IHJCB,C,kujawsko-pomorskie,Poland
1723,2008-01-22,C1 III,III,C,kujawsko-pomorskie,Poland
1724,2018-08-05,C1 III1,III1,C,kujawsko-pomorskie,Poland
1725,2011-07-08,C1 IIII,IIII,C,kujawsko-pomorskie,Poland
1726,2009-04-11,C1 IKA,IKA,C,kujawsko-pomorskie,Poland
1727,2007-08-18,C1 IKONA,IKONA,C,kujawsko-pomorskie,Poland
1728,2014-09-15,C1 IMAGE,IMAGE,C,kujawsko-pomorskie,Poland
1729,2009-06-05,C1 IMMO,IMMO,C,kujawsko-pomorskie,Poland
1730,2008-10-28,C1 INEL,INEL,C,kujawsko-pomorskie,Poland
1731,2016-03-23,C1 INEZ,INEZ,C,kujawsko-pomorskie,Poland
1732,2003-02-12,C1 INNY,INNY,C,kujawsko-pomorskie,Poland
1733,2019-05-27,C1 INTER,INTER,C,kujawsko-pomorskie,Poland
1734,2016-08-08,C1 IPGTI,IPGTI,C,kujawsko-pomorskie,Poland
1735,2010-04-14,C1 IRYS,IRYS,C,kujawsko-pomorskie,Poland
1736,2017-07-20,C1 ISRI,ISRI,C,kujawsko-pomorskie,Poland
1737,2019-01-12,C1 ITALY,ITALY,C,kujawsko-pomorskie,Poland
1738,2008-02-15,C1 IWBOR,IWBOR,C,kujawsko-pomorskie,Poland
1739,2008-04-04,C1 IWONA,IWONA,C,kujawsko-pomorskie,Poland
1740,2005-07-19,C1 IZA,IZA,C,kujawsko-pomorskie,Poland
1741,2008-02-15,C1 IZDEB,IZDEB,C,kujawsko-pomorskie,Poland
1742,2016-12-20,C1 JACA,JACA,C,kujawsko-pomorskie,Poland
1743,2015-05-02,C1 JACEK,JACEK,C,kujawsko-pomorskie,Poland
1744,2013-07-05,C1 JACK1,JACK1,C,kujawsko-pomorskie,Poland
1745,2018-07-19,C1 JAG,JAG,C,kujawsko-pomorskie,Poland
1746,2010-09-09,C1 JAHU,JAHU,C,kujawsko-pomorskie,Poland
1747,2011-11-19,C1 JAKUB,JAKUB,C,kujawsko-pomorskie,Poland
1748,2019-07-05,C1 JAMA1,JAMA1,C,kujawsko-pomorskie,Poland
1749,2019-06-29,C1 JAN,JAN,C,kujawsko-pomorskie,Poland
1750,2016-08-31,C1 JANEK,JANEK,C,kujawsko-pomorskie,Poland
1751,2013-04-22,C1 JANO,JANO,C,kujawsko-pomorskie,Poland
1752,2008-01-29,C1 JAREK,JAREK,C,kujawsko-pomorskie,Poland
1753,2016-10-29,C1 JARUS,JARUS,C,kujawsko-pomorskie,Poland
1754,2005-01-31,C1 JAVA,JAVA,C,kujawsko-pomorskie,Poland
1755,2013-11-18,C1 JB1,JB1,C,kujawsko-pomorskie,Poland
1756,2018-08-05,C1 JDM,JDM,C,kujawsko-pomorskie,Poland
1757,2005-05-31,C1 JDW07,JDW07,C,kujawsko-pomorskie,Poland
1758,2017-05-15,C1 JEDEN,JEDEN,C,kujawsko-pomorskie,Poland
1759,2003-12-06,C1 JEEP,JEEP,C,kujawsko-pomorskie,Poland
1760,2008-01-17,C1 JEEP1,JEEP1,C,kujawsko-pomorskie,Poland
1761,2013-06-29,C1 JERZY,JERZY,C,kujawsko-pomorskie,Poland
1762,2014-04-24,C1 JGJ,JGJ,C,kujawsko-pomorskie,Poland
1763,2014-03-29,C1 JGS,JGS,C,kujawsko-pomorskie,Poland
1764,2014-05-10,C1 JMM77,JMM77,C,kujawsko-pomorskie,Poland
1765,2008-04-09,C1 JMO,JMO,C,kujawsko-pomorskie,Poland
1766,2010-03-20,C1 JODKO,JODKO,C,kujawsko-pomorskie,Poland
1767,2010-06-07,C1 JPM,JPM,C,kujawsko-pomorskie,Poland
1768,2018-02-21,C1 JULEK,JULEK,C,kujawsko-pomorskie,Poland
1769,2012-04-20,C1 JULKA,JULKA,C,kujawsko-pomorskie,Poland
1770,2005-03-19,C1 JUREK,JUREK,C,kujawsko-pomorskie,Poland
1771,2019-02-03,C1 JUSTA,JUSTA,C,kujawsko-pomorskie,Poland
1772,2012-04-24,C1 JUSTI,JUSTI,C,kujawsko-pomorskie,Poland
1773,2011-05-06,C1 KALIA,KALIA,C,kujawsko-pomorskie,Poland
1774,2013-01-28,C1 KAMA,KAMA,C,kujawsko-pomorskie,Poland
1775,2011-03-07,C1 KAMIL,KAMIL,C,kujawsko-pomorskie,Poland
1776,2006-09-24,C1 KARO,KARO,C,kujawsko-pomorskie,Poland
1777,2009-01-02,C1 KAROL,KAROL,C,kujawsko-pomorskie,Poland
1778,2013-04-05,C1 KASH,KASH,C,kujawsko-pomorskie,Poland
1779,2005-10-19,C1 KASIA,KASIA,C,kujawsko-pomorskie,Poland
1780,2019-04-18,C1 KASIK,KASIK,C,kujawsko-pomorskie,Poland
1781,2018-05-13,C1 KASZU,KASZU,C,kujawsko-pomorskie,Poland
1782,2018-05-02,C1 KATIA,KATIA,C,kujawsko-pomorskie,Poland
1783,2019-06-02,C1 KAZMO,KAZMO,C,kujawsko-pomorskie,Poland
1784,2012-11-01,C1 KDPK,KDPK,C,kujawsko-pomorskie,Poland
1785,2007-11-10,C1 KENZO,KENZO,C,kujawsko-pomorskie,Poland
1786,2018-08-17,C1 KGO11,KGO11,C,kujawsko-pomorskie,Poland
1787,2010-05-21,C1 KH47,KH47,C,kujawsko-pomorskie,Poland
1788,2019-08-25,C1 KINAL,KINAL,C,kujawsko-pomorskie,Poland
1789,2012-05-17,C1 KINGA,KINGA,C,kujawsko-pomorskie,Poland
1790,2017-01-17,C1 KINIA,KINIA,C,kujawsko-pomorskie,Poland
1791,2008-06-11,C1 KIWI,KIWI,C,kujawsko-pomorskie,Poland
1792,2016-12-14,C1 KK13,KK13,C,kujawsko-pomorskie,Poland
1793,2017-08-28,C1 KKKJ,KKKJ,C,kujawsko-pomorskie,Poland
1794,2008-04-16,C1 KLEIB,KLEIB,C,kujawsko-pomorskie,Poland
1795,2019-06-29,C1 KLEJE,KLEJE,C,kujawsko-pomorskie,Poland
1796,2019-07-08,C1 KLIMA,KLIMA,C,kujawsko-pomorskie,Poland
1797,2009-10-22,C1 KNAPI,KNAPI,C,kujawsko-pomorskie,Poland
1798,2003-12-27,C1 KOBRA,KOBRA,C,kujawsko-pomorskie,Poland
1799,2016-10-30,C1 KOCUR,KOCUR,C,kujawsko-pomorskie,Poland
1800,2017-11-25,C1 KOELN,KOELN,C,kujawsko-pomorskie,Poland
1801,2019-06-13,C1 KOG11,KOG11,C,kujawsko-pomorskie,Poland
1802,2018-10-31,C1 KONIE,KONIE,C,kujawsko-pomorskie,Poland
1803,2014-04-26,C1 KONIK,KONIK,C,kujawsko-pomorskie,Poland
1804,2019-04-07,C1 KOREK,KOREK,C,kujawsko-pomorskie,Poland
1805,2017-04-09,C1 KOSA,KOSA,C,kujawsko-pomorskie,Poland
1806,2004-07-26,C1 KPEC1,KPEC1,C,kujawsko-pomorskie,Poland
1807,2006-08-31,C1 KPEC3,KPEC3,C,kujawsko-pomorskie,Poland
1808,2009-07-07,C1 KPEC4,KPEC4,C,kujawsko-pomorskie,Poland
1809,2017-10-27,C1 KRISS,KRISS,C,kujawsko-pomorskie,Poland
1810,2015-08-21,C1 KRYMA,KRYMA,C,kujawsko-pomorskie,Poland
1811,2009-08-04,C1 KRZYS,KRZYS,C,kujawsko-pomorskie,Poland
1812,2017-12-28,C1 KSU,KSU,C,kujawsko-pomorskie,Poland
1813,2018-09-12,C1 KTC,KTC,C,kujawsko-pomorskie,Poland
1814,2007-03-13,C1 KUBA,KUBA,C,kujawsko-pomorskie,Poland
1815,2013-03-27,C1 KUZYN,KUZYN,C,kujawsko-pomorskie,Poland
1816,2013-10-23,C1 KWMM,KWMM,C,kujawsko-pomorskie,Poland
1817,2018-05-30,C1 KZS,KZS,C,kujawsko-pomorskie,Poland
1818,2007-03-25,C1 LAFFI,LAFFI,C,kujawsko-pomorskie,Poland
1819,2011-11-25,C1 LAKUS,LAKUS,C,kujawsko-pomorskie,Poland
1820,2013-11-19,C1 LASER,LASER,C,kujawsko-pomorskie,Poland
1821,2019-01-03,C1 LCM,LCM,C,kujawsko-pomorskie,Poland
1822,2017-03-13,C1 LCV8,LCV8,C,kujawsko-pomorskie,Poland
1823,2008-04-16,C1 LECH,LECH,C,kujawsko-pomorskie,Poland
1824,2012-04-24,C1 LECHU,LECHU,C,kujawsko-pomorskie,Poland
1825,2018-09-17,C1 LEDAR,LEDAR,C,kujawsko-pomorskie,Poland
1826,2014-02-23,C1 LEMUR,LEMUR,C,kujawsko-pomorskie,Poland
1827,2008-04-27,C1 LENA,LENA,C,kujawsko-pomorskie,Poland
1828,2017-09-20,C1 LESER,LESER,C,kujawsko-pomorskie,Poland
1829,2014-06-18,C1 LEXUS,LEXUS,C,kujawsko-pomorskie,Poland
1830,2005-04-02,C1 LIBER,LIBER,C,kujawsko-pomorskie,Poland
1831,2016-08-01,C1 LILIT,LILIT,C,kujawsko-pomorskie,Poland
1832,2008-07-06,C1 LILLA,LILLA,C,kujawsko-pomorskie,Poland
1833,2011-10-25,C1 LIMES,LIMES,C,kujawsko-pomorskie,Poland
1834,2008-08-27,C1 LIMO,LIMO,C,kujawsko-pomorskie,Poland
1835,2018-04-04,C1 LIS,LIS,C,kujawsko-pomorskie,Poland
1836,2015-03-20,C1 LISZA,LISZA,C,kujawsko-pomorskie,Poland
1837,2004-12-18,C1 LOLO,LOLO,C,kujawsko-pomorskie,Poland
1838,2010-03-13,C1 LUCAS,LUCAS,C,kujawsko-pomorskie,Poland
1839,2019-07-25,C1 LUCKA,LUCKA,C,kujawsko-pomorskie,Poland
1840,2008-09-15,C1 LUCKY,LUCKY,C,kujawsko-pomorskie,Poland
1841,2016-09-18,C1 LUK05,LUK05,C,kujawsko-pomorskie,Poland
1842,2013-04-05,C1 LUKAN,LUKAN,C,kujawsko-pomorskie,Poland
1843,2008-05-22,C1 LUKAS,LUKAS,C,kujawsko-pomorskie,Poland
1844,2015-10-24,C1 LUNA,LUNA,C,kujawsko-pomorskie,Poland
1845,2013-06-15,C1 LUSI,LUSI,C,kujawsko-pomorskie,Poland
1846,2014-12-09,C1 LUX,LUX,C,kujawsko-pomorskie,Poland
1847,2019-02-12,C1 LYCO8,LYCO8,C,kujawsko-pomorskie,Poland
1848,2012-01-06,C1 LYSY,LYSY,C,kujawsko-pomorskie,Poland
1849,2019-06-21,C1 MAG2,MAG2,C,kujawsko-pomorskie,Poland
1850,2008-04-07,C1 MAGDA,MAGDA,C,kujawsko-pomorskie,Poland
1851,2009-10-07,C1 MAGIA,MAGIA,C,kujawsko-pomorskie,Poland
1852,2011-06-15,C1 MAGMA,MAGMA,C,kujawsko-pomorskie,Poland
1853,2009-05-13,C1 MAJA,MAJA,C,kujawsko-pomorskie,Poland
1854,2007-11-01,C1 MAJER,MAJER,C,kujawsko-pomorskie,Poland
1855,2009-04-07,C1 MAJKI,MAJKI,C,kujawsko-pomorskie,Poland
1856,2010-03-11,C1 MAKSM,MAKSM,C,kujawsko-pomorskie,Poland
1857,2008-06-23,C1 MALWA,MALWA,C,kujawsko-pomorskie,Poland
1858,2013-07-27,C1 MALY,MALY,C,kujawsko-pomorskie,Poland
1859,2004-10-02,C1 MAMA,MAMA,C,kujawsko-pomorskie,Poland
1860,2009-06-06,C1 MARAS,MARAS,C,kujawsko-pomorskie,Poland
1861,2014-01-24,C1 MARCO,MARCO,C,kujawsko-pomorskie,Poland
1862,2007-02-16,C1 MAREK,MAREK,C,kujawsko-pomorskie,Poland
1863,2017-12-01,C1 MARIS,MARIS,C,kujawsko-pomorskie,Poland
1864,2009-09-26,C1 MARTA,MARTA,C,kujawsko-pomorskie,Poland
1865,2019-02-25,C1 MARYH,MARYH,C,kujawsko-pomorskie,Poland
1866,2016-02-23,C1 MARZA,MARZA,C,kujawsko-pomorskie,Poland
1867,2014-02-28,C1 MASZA,MASZA,C,kujawsko-pomorskie,Poland
1868,2013-08-20,C1 MAX,MAX,C,kujawsko-pomorskie,Poland
1869,2015-03-29,C1 MAXX,MAXX,C,kujawsko-pomorskie,Poland
1870,2015-03-29,C1 MAXXX,MAXXX,C,kujawsko-pomorskie,Poland
1871,2017-01-18,C1 MBG,MBG,C,kujawsko-pomorskie,Poland
1872,2012-01-10,C1 MCAR,MCAR,C,kujawsko-pomorskie,Poland
1873,2019-07-18,C1 MCO95,MCO95,C,kujawsko-pomorskie,Poland
1874,2019-08-05,C1 MDS16,MDS16,C,kujawsko-pomorskie,Poland
1875,2009-11-10,C1 MEBLE,MEBLE,C,kujawsko-pomorskie,Poland
1876,2015-07-10,C1 MEC,MEC,C,kujawsko-pomorskie,Poland
1877,2018-08-30,C1 MEDAL,MEDAL,C,kujawsko-pomorskie,Poland
1878,2018-02-22,C1 MEDYK,MEDYK,C,kujawsko-pomorskie,Poland
1879,2007-03-03,C1 MEGA,MEGA,C,kujawsko-pomorskie,Poland
1880,2017-07-29,C1 MEGI,MEGI,C,kujawsko-pomorskie,Poland
1881,2017-03-09,C1 MEGS,MEGS,C,kujawsko-pomorskie,Poland
1882,2019-04-08,C1 METAL,METAL,C,kujawsko-pomorskie,Poland
1883,2019-05-06,C1 MIAMI,MIAMI,C,kujawsko-pomorskie,Poland
1884,2018-04-27,C1 MIATA,MIATA,C,kujawsko-pomorskie,Poland
1885,2018-11-12,C1 MICHU,MICHU,C,kujawsko-pomorskie,Poland
1886,2019-08-12,C1 MINI,MINI,C,kujawsko-pomorskie,Poland
1887,2010-08-30,C1 MIRAS,MIRAS,C,kujawsko-pomorskie,Poland
1888,2009-09-22,C1 MIREK,MIREK,C,kujawsko-pomorskie,Poland
1889,2007-10-18,C1 MIRKA,MIRKA,C,kujawsko-pomorskie,Poland
1890,2014-01-30,C1 MISIA,MISIA,C,kujawsko-pomorskie,Poland
1891,2018-01-29,C1 MJM,MJM,C,kujawsko-pomorskie,Poland
1892,2018-01-12,C1 MMB13,MMB13,C,kujawsko-pomorskie,Poland
1893,2010-10-16,C1 MMM,MMM,C,kujawsko-pomorskie,Poland
1894,2009-05-31,C1 MMMM,MMMM,C,kujawsko-pomorskie,Poland
1895,2019-04-07,C1 MMMMM,MMMMM,C,kujawsko-pomorskie,Poland
1896,2018-04-30,C1 MMMMP,MMMMP,C,kujawsko-pomorskie,Poland
1897,2019-01-26,C1 MNE,MNE,C,kujawsko-pomorskie,Poland
1898,2005-04-09,C1 MONIA,MONIA,C,kujawsko-pomorskie,Poland
1899,2009-12-14,C1 MOTOR,MOTOR,C,kujawsko-pomorskie,Poland
1900,2005-02-04,C1 MP1,MP1,C,kujawsko-pomorskie,Poland
1901,2010-09-16,C1 MRCUA,MRCUA,C,kujawsko-pomorskie,Poland
1902,2013-04-19,C1 MRT,MRT,C,kujawsko-pomorskie,Poland
1903,2013-11-24,C1 MS68,MS68,C,kujawsko-pomorskie,Poland
1904,2011-11-09,C1 MSMS,MSMS,C,kujawsko-pomorskie,Poland
1905,2006-06-12,C1 MTB,MTB,C,kujawsko-pomorskie,Poland
