,distance,consumption,status,type
3082,209567,0,used,electric
3083,213665,18,used,truck
3084,46135,6,young,car
3085,99904,6,young,car
3086,85480,2,young,car
3087,257015,9,old,car
3088,14171,0,young,electric
3089,232568,14,used,truck
3090,186635,11,used,truck
3091,80468,6,young,car
3092,206822,2,used,car
3093,94279,12,young,truck
3094,246969,12,used,truck
3095,161990,7,used,car
3096,69453,13,young,truck
3097,53312,15,young,truck
3098,158567,11,used,truck
3099,235771,9,used,car
3100,31101,10,young,car
3101,100567,9,used,car
3102,175759,17,used,truck
3103,126842,1,used,electric
3104,224072,3,used,car
3105,168349,18,used,truck
3106,247346,2,used,car
3107,70749,12,young,truck
3108,9828,13,young,truck
3109,67535,17,young,truck
3110,245054,10,used,car
3111,180860,10,used,car
3112,295301,3,old,car
3113,266253,4,old,car
3114,139828,16,used,truck
3115,169302,11,used,truck
3116,52352,5,young,car
3117,274182,0,old,electric
3118,10082,3,young,car
3119,52598,3,young,car
3120,214092,14,used,truck
3121,17149,12,young,truck
3122,120666,3,used,car
3123,157388,18,used,truck
3124,56876,3,young,car
3125,99123,18,young,truck
3126,3853,13,young,truck
3127,22133,11,young,truck
3128,86034,15,young,truck
3129,40438,2,young,car
3130,152163,3,used,car
3131,240261,0,used,electric
3132,88525,5,young,car
3133,6851,2,young,car
3134,19084,4,young,car
3135,66705,9,young,car
3136,271801,15,old,truck
3137,90950,9,young,car
3138,239265,15,used,truck
3139,24362,12,young,truck
3140,137298,8,used,car
3141,198452,19,used,truck
3142,173942,8,used,car
3143,222704,7,used,car
3144,41828,7,young,car
3145,98211,2,young,car
3146,6439,0,young,electric
3147,68688,16,young,truck
3148,98580,14,young,truck
3149,145957,4,used,car
3150,276750,11,old,truck
3151,42985,19,young,truck
3152,69483,15,young,truck
3153,32992,14,young,truck
3154,261179,18,old,truck
3155,121480,7,used,car
3156,94380,2,young,car
3157,88619,1,young,electric
3158,281602,11,old,truck
3159,176914,8,used,car
3160,84480,1,young,electric
3161,72645,7,young,car
3162,234346,16,used,truck
3163,154863,1,used,electric
3164,184567,7,used,car
3165,68333,5,young,car
3166,231826,13,used,truck
3167,241098,9,used,car
3168,62501,16,young,truck
3169,229309,16,used,truck
3170,289810,19,old,truck
3171,168279,16,used,truck
3172,123952,11,used,truck
3173,9700,5,young,car
3174,31948,10,young,car
3175,175901,7,used,car
3176,244979,7,used,car
3177,175465,6,used,car
3178,232212,10,used,car
3179,249816,1,used,electric
3180,89083,6,young,car
3181,168161,16,used,truck
3182,226558,6,used,car
3183,178109,3,used,car
3184,39078,18,young,truck
3185,225617,10,used,car
3186,294303,13,old,truck
3187,118153,14,used,truck
3188,78292,10,young,car
3189,199674,12,used,truck
3190,65337,4,young,car
3191,16390,14,young,truck
3192,261151,17,old,truck
3193,163699,11,used,truck
3194,274172,16,old,truck
3195,115590,3,used,car
3196,215520,10,used,car
3197,74099,15,young,truck
3198,59242,1,young,electric
3199,139700,0,used,electric
3200,210446,10,used,car
3201,96330,2,young,car
3202,170949,13,used,truck
3203,228064,12,used,truck
3204,161168,6,used,car
3205,1572,19,young,truck
3206,44566,12,young,truck
3207,129523,16,used,truck
3208,111504,8,used,car
3209,114866,4,used,car
3210,148191,7,used,car
3211,33960,12,young,truck
3212,220096,14,used,truck
3213,134780,9,used,car
3214,174731,6,used,car
3215,258015,6,old,car
3216,54690,17,young,truck
3217,95587,5,young,car
3218,58103,3,young,car
3219,240668,8,used,car
3220,98221,16,young,truck
3221,273694,10,old,car
3222,163508,14,used,truck
3223,155891,18,used,truck
3224,216536,10,used,car
3225,214485,11,used,truck
3226,153651,6,used,car
3227,21837,6,young,car
3228,166871,4,used,car
3229,131815,13,used,truck
3230,242529,17,used,truck
3231,42531,11,young,truck
3232,246734,10,used,car
3233,226934,1,used,electric
3234,298069,10,old,car
3235,182442,10,used,car
3236,186063,12,used,truck
3237,73591,14,young,truck
3238,130149,13,used,truck
3239,167673,1,used,electric
3240,4767,12,young,truck
3241,43058,13,young,truck
3242,287295,11,old,truck
3243,160688,13,used,truck
3244,71240,7,young,car
3245,166177,15,used,truck
3246,39023,15,young,truck
3247,103108,10,used,car
3248,110387,4,used,car
3249,225305,19,used,truck
3250,232040,16,used,truck
3251,47054,15,young,truck
3252,116014,5,used,car
3253,118989,17,used,truck
3254,196376,5,used,car
3255,225429,7,used,car
3256,275741,12,old,truck
3257,245924,0,used,electric
3258,188926,16,used,truck
3259,246256,11,used,truck
3260,135491,1,used,electric
3261,95013,3,young,car
3262,111210,16,used,truck
3263,163373,10,used,car
3264,102512,2,used,car
3265,272831,19,old,truck
3266,164898,6,used,car
3267,294796,10,old,car
3268,161871,13,used,truck
3269,73435,11,young,truck
3270,147589,19,used,truck
3271,295936,2,old,car
3272,69718,5,young,car
3273,179196,4,used,car
3274,52684,13,young,truck
3275,84984,16,young,truck
3276,171270,11,used,truck
3277,292675,11,old,truck
3278,174368,3,used,car
3279,3598,14,young,truck
3280,182732,17,used,truck
3281,81097,1,young,electric
3282,121184,4,used,car
3283,272435,12,old,truck
3284,103109,13,used,truck
3285,114358,18,used,truck
3286,102557,12,used,truck
3287,54278,6,young,car
3288,193666,11,used,truck
3289,160393,1,used,electric
3290,81998,6,young,car
3291,287845,4,old,car
3292,14396,6,young,car
3293,270201,19,old,truck
3294,157420,11,used,truck
3295,144379,17,used,truck
3296,221428,12,used,truck
3297,47865,10,young,car
3298,5149,1,young,electric
3299,250302,1,old,electric
3300,171911,10,used,car
3301,164388,15,used,truck
3302,103603,12,used,truck
3303,244278,7,used,car
3304,289800,14,old,truck
3305,72206,18,young,truck
3306,49381,15,young,truck
3307,27823,7,young,car
3308,94028,0,young,electric
3309,18310,2,young,car
3310,115043,5,used,car
3311,199764,1,used,electric
3312,220354,14,used,truck
3313,128552,9,used,car
3314,242085,12,used,truck
3315,115689,12,used,truck
3316,63589,17,young,truck
3317,298757,1,old,electric
3318,138043,10,used,car
3319,143967,6,used,car
3320,228235,19,used,truck
3321,207882,17,used,truck
3322,15303,7,young,car
3323,122115,8,used,car
3324,255496,18,old,truck
3325,180628,14,used,truck
3326,170803,3,used,car
3327,50892,5,young,car
3328,44050,7,young,car
3329,213604,4,used,car
3330,32357,9,young,car
3331,192838,16,used,truck
3332,92487,10,young,car
3333,253221,14,old,truck
3334,89219,0,young,electric
3335,233698,6,used,car
3336,207632,19,used,truck
3337,256243,14,old,truck
3338,119961,13,used,truck
3339,165395,17,used,truck
3340,126405,7,used,car
3341,229343,1,used,electric
3342,203747,17,used,truck
3343,181986,2,used,car
3344,220816,8,used,car
3345,171235,7,used,car
3346,160870,1,used,electric
3347,71497,6,young,car
3348,153036,15,used,truck
3349,66689,10,young,car
3350,281344,13,old,truck
3351,101246,0,used,electric
3352,90957,11,young,truck
3353,10299,13,young,truck
3354,162524,18,used,truck
3355,19875,11,young,truck
3356,139641,0,used,electric
3357,227585,4,used,car
3358,63148,10,young,car
3359,89498,9,young,car
3360,166603,19,used,truck
3361,43847,13,young,truck
3362,55719,8,young,car
3363,119205,14,used,truck
3364,137282,3,used,car
3365,120438,12,used,truck
3366,222856,17,used,truck
3367,8275,10,young,car
3368,114588,12,used,truck
3369,182635,9,used,car
3370,273749,11,old,truck
3371,195198,8,used,car
3372,216240,17,used,truck
3373,230237,15,used,truck
3374,92782,16,young,truck
3375,294300,1,old,electric
3376,203310,10,used,car
3377,230777,17,used,truck
3378,180005,12,used,truck
3379,277088,15,old,truck
3380,209382,2,used,car
3381,37844,11,young,truck
3382,11219,18,young,truck
3383,141535,17,used,truck
3384,151422,6,used,car
3385,89433,5,young,car
3386,205644,12,used,truck
3387,224677,14,used,truck
3388,169846,19,used,truck
3389,80170,3,young,car
3390,88443,12,young,truck
3391,269571,0,old,electric
3392,115999,17,used,truck
3393,79689,2,young,car
3394,101009,3,used,car
3395,110545,16,used,truck
3396,223849,0,used,electric
3397,132793,10,used,car
3398,160021,5,used,car
3399,21715,18,young,truck
3400,153103,9,used,car
3401,151371,0,used,electric
3402,267318,14,old,truck
3403,261622,6,old,car
3404,165520,3,used,car
3405,107400,17,used,truck
3406,266400,1,old,electric
3407,132310,4,used,car
3408,125164,15,used,truck
3409,237120,1,used,electric
3410,231940,2,used,car
3411,208600,0,used,electric
3412,198826,12,used,truck
3413,137403,11,used,truck
3414,212716,0,used,electric
3415,18922,19,young,truck
3416,290881,8,old,car
3417,250772,11,old,truck
3418,131411,19,used,truck
3419,6759,17,young,truck
3420,128698,19,used,truck
3421,123895,8,used,car
3422,179358,9,used,car
3423,233005,2,used,car
3424,20145,13,young,truck
3425,139528,14,used,truck
3426,118168,15,used,truck
3427,10026,14,young,truck
3428,138508,9,used,car
3429,200146,3,used,car
3430,114307,3,used,car
3431,118331,7,used,car
3432,293530,4,old,car
3433,220370,7,used,car
3434,72285,4,young,car
3435,269309,19,old,truck
3436,293282,5,old,car
3437,11585,18,young,truck
3438,198764,19,used,truck
3439,185625,3,used,car
3440,217728,10,used,car
3441,280955,15,old,truck
3442,282132,16,old,truck
3443,204075,3,used,car
3444,236294,19,used,truck
3445,22448,12,young,truck
3446,148611,12,used,truck
3447,119262,4,used,car
3448,262566,2,old,car
3449,130324,9,used,car
3450,267125,14,old,truck
3451,70654,13,young,truck
3452,134529,1,used,electric
3453,132772,11,used,truck
3454,90004,8,young,car
3455,26470,1,young,electric
3456,272572,13,old,truck
3457,250445,11,old,truck
3458,49216,12,young,truck
3459,273787,1,old,electric
3460,253089,3,old,car
3461,293644,15,old,truck
3462,23954,13,young,truck
3463,29019,0,young,electric
3464,249932,15,used,truck
3465,291736,12,old,truck
3466,129023,11,used,truck
3467,125341,11,used,truck
3468,97276,9,young,car
3469,287430,18,old,truck
3470,46324,7,young,car
3471,128195,0,used,electric
3472,41609,1,young,electric
3473,21004,1,young,electric
3474,57075,17,young,truck
3475,16848,0,young,electric
3476,50563,17,young,truck
3477,110910,18,used,truck
3478,14083,0,young,electric
3479,192050,5,used,car
3480,259288,12,old,truck
3481,169950,8,used,car
3482,256973,12,old,truck
3483,52772,10,young,car
3484,276111,6,old,car
3485,131120,9,used,car
3486,11114,17,young,truck
3487,249265,4,used,car
3488,157133,16,used,truck
3489,91825,13,young,truck
3490,4656,12,young,truck
3491,46592,16,young,truck
3492,134846,9,used,car
3493,136657,18,used,truck
3494,93777,3,young,car
3495,173307,16,used,truck
3496,178899,3,used,car
3497,90516,5,young,car
3498,262814,5,old,car
3499,93957,14,young,truck
3500,89744,7,young,car
3501,135124,10,used,car
3502,39656,12,young,truck
3503,221874,4,used,car
3504,47545,1,young,electric
3505,201046,0,used,electric
3506,244481,8,used,car
3507,5044,11,young,truck
3508,119455,9,used,car
3509,249378,12,used,truck
3510,251820,11,old,truck
3511,185594,18,used,truck
3512,39419,0,young,electric
3513,224452,7,used,car
3514,227364,0,used,electric
3515,270952,15,old,truck
3516,47348,19,young,truck
3517,76724,19,young,truck
3518,297320,18,old,truck
3519,93327,4,young,car
3520,103291,5,used,car
3521,172374,17,used,truck
3522,174527,18,used,truck
3523,133285,9,used,car
3524,150288,0,used,electric
3525,119882,13,used,truck
3526,26230,12,young,truck
3527,185211,11,used,truck
3528,261712,15,old,truck
3529,275598,6,old,car
3530,244329,14,used,truck
3531,145707,19,used,truck
3532,208404,15,used,truck
3533,270608,15,old,truck
3534,256321,9,old,car
3535,217365,18,used,truck
3536,177589,7,used,car
3537,117971,9,used,car
3538,31824,16,young,truck
3539,91288,4,young,car
3540,277569,7,old,car
3541,23378,5,young,car
3542,233073,8,used,car
3543,8800,5,young,car
3544,84685,0,young,electric
3545,288,16,young,truck
3546,219742,15,used,truck
3547,263776,2,old,car
3548,279806,15,old,truck
3549,207975,3,used,car
3550,182595,3,used,car
3551,90165,12,young,truck
3552,57951,10,young,car
3553,81974,13,young,truck
3554,205713,14,used,truck
3555,81376,4,young,car
3556,120228,1,used,electric
3557,286580,3,old,car
3558,168296,19,used,truck
3559,217105,19,used,truck
3560,253393,10,old,car
3561,198493,7,used,car
3562,18571,7,young,car
3563,73294,14,young,truck
3564,86181,2,young,car
3565,298311,9,old,car
3566,186500,16,used,truck
3567,136301,11,used,truck
3568,146147,14,used,truck
3569,7820,13,young,truck
3570,272193,11,old,truck
3571,193871,6,used,car
3572,169456,6,used,car
3573,91987,7,young,car
3574,14147,7,young,car
3575,170636,8,used,car
3576,51075,19,young,truck
3577,264884,6,old,car
3578,171847,13,used,truck
3579,259246,6,old,car
3580,64,4,new,car
3581,29648,6,young,car
3582,21457,6,young,car
3583,280244,3,old,car
3584,11946,2,young,car
3585,157291,5,used,car
3586,185982,15,used,truck
3587,73583,10,young,car
3588,1641,12,young,truck
3589,283128,0,old,electric
3590,197605,5,used,car
3591,288327,2,old,car
3592,114688,0,used,electric
3593,67769,4,young,car
3594,89214,10,young,car
3595,115902,9,used,car
3596,69840,9,young,car
3597,32659,16,young,truck
3598,253913,5,old,car
3599,107689,10,used,car
3600,58083,7,young,car
3601,192949,13,used,truck
3602,241400,8,used,car
3603,250314,8,old,car
3604,111198,5,used,car
3605,73551,11,young,truck
3606,270111,0,old,electric
3607,64374,19,young,truck
3608,67314,10,young,car
3609,195766,7,used,car
3610,250831,16,old,truck
3611,227319,3,used,car
3612,53534,14,young,truck
3613,20990,10,young,car
3614,255890,1,old,electric
3615,124006,2,used,car
3616,95881,9,young,car
3617,132203,0,used,electric
3618,84334,18,young,truck
3619,250554,1,old,electric
3620,77374,2,young,car
3621,43111,15,young,truck
3622,143579,4,used,car
3623,35188,7,young,car
3624,36615,2,young,car
3625,175223,2,used,car
3626,23281,0,young,electric
3627,240527,2,used,car
3628,227869,19,used,truck
3629,5427,10,young,car
3630,291522,12,old,truck
3631,88012,10,young,car
3632,282533,5,old,car
3633,92639,17,young,truck
3634,65642,14,young,truck
3635,31292,8,young,car
3636,83947,14,young,truck
3637,130820,5,used,car
3638,92553,3,young,car
3639,23616,5,young,car
3640,296328,17,old,truck
3641,171615,19,used,truck
3642,125554,2,used,car
3643,75385,3,young,car
3644,131689,9,used,car
3645,236132,9,used,car
3646,64825,9,young,car
3647,18277,19,young,truck
3648,71884,15,young,truck
3649,170377,0,used,electric
3650,126026,19,used,truck
3651,252189,16,old,truck
3652,147585,4,used,car
3653,208806,3,used,car
3654,294440,3,old,car
3655,92680,13,young,truck
3656,282270,15,old,truck
3657,259988,8,old,car
3658,214759,19,used,truck
3659,9595,16,young,truck
3660,202704,1,used,electric
3661,10715,18,young,truck
3662,192855,2,used,car
3663,139138,18,used,truck
3664,264758,12,old,truck
3665,197862,12,used,truck
3666,293856,15,old,truck
3667,123664,9,used,car
3668,178053,5,used,car
3669,99188,3,young,car
3670,162216,0,used,electric
3671,276622,3,old,car
3672,96963,6,young,car
3673,193354,1,used,electric
3674,47993,11,young,truck
3675,146396,18,used,truck
3676,266472,4,old,car
3677,162658,9,used,car
3678,31452,16,young,truck
3679,87082,4,young,car
3680,259218,6,old,car
3681,223221,3,used,car
3682,88352,2,young,car
3683,69280,19,young,truck
3684,33120,13,young,truck
3685,179852,6,used,car
3686,201744,12,used,truck
3687,55660,8,young,car
3688,144091,3,used,car
3689,130860,17,used,truck
3690,2276,1,young,electric
3691,17772,1,young,electric
3692,105686,12,used,truck
3693,213761,10,used,car
3694,19822,4,young,car
3695,225565,3,used,car
3696,41588,12,young,truck
3697,242726,5,used,car
3698,55562,6,young,car
3699,264387,18,old,truck
3700,236834,16,used,truck
3701,176045,12,used,truck
3702,31336,15,young,truck
3703,17483,3,young,car
3704,200249,8,used,car
3705,111696,3,used,car
3706,104918,1,used,electric
3707,82283,19,young,truck
3708,61292,7,young,car
3709,238370,15,used,truck
3710,141541,8,used,car
3711,5584,19,young,truck
3712,58819,5,young,car
3713,98583,6,young,car
3714,153483,6,used,car
3715,296451,19,old,truck
3716,39090,10,young,car
3717,107636,7,used,car
3718,284358,19,old,truck
3719,130695,7,used,car
3720,202442,6,used,car
3721,193314,15,used,truck
3722,140665,4,used,car
3723,202382,16,used,truck
3724,102407,12,used,truck
3725,265428,1,old,electric
3726,264057,19,old,truck
3727,25899,18,young,truck
3728,82596,19,young,truck
3729,52274,10,young,car
3730,42231,6,young,car
3731,159687,6,used,car
3732,32617,0,young,electric
3733,32804,2,young,car
3734,235105,17,used,truck
3735,57554,14,young,truck
3736,174945,10,used,car
3737,58970,12,young,truck
3738,10969,9,young,car
3739,286896,1,old,electric
3740,246242,10,used,car
3741,114729,16,used,truck
3742,23586,14,young,truck
3743,218698,7,used,car
3744,234010,16,used,truck
3745,297773,12,old,truck
3746,4473,4,young,car
3747,155404,0,used,electric
3748,265317,8,old,car
3749,96459,7,young,car
3750,41103,18,young,truck
3751,263467,18,old,truck
3752,64437,7,young,car
3753,185280,11,used,truck
3754,294450,8,old,car
3755,186055,18,used,truck
3756,205555,2,used,car
3757,123984,18,used,truck
3758,158633,18,used,truck
3759,102400,16,used,truck
3760,206438,8,used,car
3761,132324,4,used,car
3762,95212,4,young,car
3763,272902,10,old,car
3764,194049,14,used,truck
3765,13597,19,young,truck
3766,4178,7,young,car
3767,155384,11,used,truck
3768,210010,1,used,electric
3769,222123,10,used,car
3770,179120,0,used,electric
3771,221413,6,used,car
3772,234437,5,used,car
3773,229420,10,used,car
3774,11459,18,young,truck
3775,205162,8,used,car
3776,86137,13,young,truck
3777,83565,12,young,truck
3778,271577,11,old,truck
3779,257202,4,old,car
3780,244275,5,used,car
3781,114957,16,used,truck
3782,271155,19,old,truck
3783,11779,2,young,car
3784,87140,2,young,car
3785,180928,7,used,car
3786,143331,15,used,truck
3787,109401,15,used,truck
3788,155026,9,used,car
